drift,attack,eta,p_secure,p_transition,p_insecure,phase_margin
0.03,0.05,0.08499999999999999,0.0,0.0,1.0,0.01
0.03,0.05,0.0875,0.0,0.0,1.0,0.01
0.03,0.05,0.09,0.0,0.0,1.0,0.01
0.03,0.05,0.0925,0.0,0.0,1.0,0.01
0.03,0.05,0.095,0.0,0.0,1.0,0.01
0.03,0.05,0.0975,0.0,0.0,1.0,0.01
0.03,0.05,0.09999999999999999,0.0,0.0,1.0,0.01
0.03,0.05,0.1025,0.0,0.0,1.0,0.01
0.03,0.05,0.105,0.0,0.0,1.0,0.01
0.03,0.05,0.1075,0.0,0.0,1.0,0.01
0.03,0.05,0.11,0.0,0.0,1.0,0.01
0.03,0.05,0.1125,0.0,0.0,1.0,0.01
0.03,0.05,0.11499999999999999,0.0,0.0,1.0,0.01
0.03,0.05,0.1175,0.0,0.0,1.0,0.01
0.03,0.05,0.12,0.0,0.0,1.0,0.01
0.03,0.05,0.1225,0.0,0.0,1.0,0.01
0.03,0.05,0.125,0.0,0.0,1.0,0.01
0.03,0.05,0.1275,0.0,0.0,1.0,0.01
0.03,0.05,0.13,0.0,0.0,1.0,0.01
0.03,0.05,0.1325,0.0,0.0,1.0,0.01
0.03,0.05,0.135,0.0,0.0,1.0,0.01
0.03,0.05,0.1375,0.0,0.0,1.0,0.01
0.03,0.05,0.14,0.0,0.0,1.0,0.01
0.03,0.05,0.14250000000000002,0.0,0.0,1.0,0.01
0.03,0.05,0.14500000000000002,0.0,0.0,1.0,0.01
0.03,0.05,0.14750000000000002,0.0,0.0,1.0,0.01
0.03,0.05,0.15000000000000002,0.0,0.0,1.0,0.01
0.03,0.05,0.15250000000000002,0.0,0.0,1.0,0.01
0.03,0.05,0.155,0.0,0.0,1.0,0.01
0.03,0.05,0.1575,0.0,0.0,1.0,0.01
0.03,0.05,0.16,0.0,0.0,1.0,0.01
0.03,0.05,0.1625,0.0,0.0,1.0,0.01
0.03,0.05,0.165,0.0,0.0,1.0,0.01
0.03,0.05,0.1675,0.0,0.0,1.0,0.01
0.03,0.05,0.17,0.0,0.0,1.0,0.01
0.03,0.05,0.17250000000000001,0.0,0.0,1.0,0.01
0.03,0.05,0.17500000000000002,0.0,0.0,1.0,0.01
0.03,0.05,0.17750000000000002,0.0,0.0,1.0,0.01
0.03,0.05,0.18000000000000002,0.0,0.0,1.0,0.01
0.03,0.05,0.18250000000000002,0.0,0.0,1.0,0.01
0.03,0.05,0.18500000000000003,0.0,0.0,1.0,0.01
0.03,0.05,0.1875,0.0,0.0,1.0,0.01
0.03,0.05,0.19,0.0,0.0,1.0,0.01
0.03,0.05,0.1925,0.0,0.0,1.0,0.01
0.03,0.05,0.195,0.0,0.0,1.0,0.01
0.03,0.05,0.1975,0.0,0.0,1.0,0.01
0.03,0.05,0.2,0.0,0.0,1.0,0.01
0.03,0.05,0.2025,0.0,0.0,1.0,0.01
0.03,0.05,0.20500000000000002,0.0,0.0,1.0,0.01
0.03,0.05,0.20750000000000002,0.0,0.0,1.0,0.01
0.03,0.05,0.21000000000000002,0.0,0.0,1.0,0.01
0.03,0.05,0.21250000000000002,0.0,0.0,1.0,0.01
0.03,0.05,0.21500000000000002,0.0,0.0,1.0,0.01
0.03,0.05,0.21750000000000003,0.0,0.0,1.0,0.01
0.03,0.05,0.22,0.0,0.0,1.0,0.01
0.03,0.1,0.01,1.0,0.0,0.0,0.01
0.03,0.1,0.0125,1.0,0.0,0.0,0.01
0.03,0.1,0.015,1.0,0.0,0.0,0.01
0.03,0.1,0.0175,1.0,0.0,0.0,0.01
0.03,0.1,0.02,1.0,0.0,0.0,0.01
0.03,0.1,0.0225,1.0,0.0,0.0,0.01
0.03,0.1,0.025,1.0,0.0,0.0,0.01
0.03,0.1,0.027500000000000004,1.0,0.0,0.0,0.01
0.03,0.1,0.03,1.0,0.0,0.0,0.01
0.03,0.1,0.0325,1.0,0.0,0.0,0.01
0.03,0.1,0.035,1.0,0.0,0.0,0.01
0.03,0.1,0.0375,1.0,0.0,0.0,0.01
0.03,0.1,0.04,1.0,0.0,0.0,0.01
0.03,0.1,0.0425,1.0,0.0,0.0,0.01
0.03,0.1,0.045000000000000005,1.0,0.0,0.0,0.01
0.03,0.1,0.0475,1.0,0.0,0.0,0.01
0.03,0.1,0.05,0.996,0.0,0.004,0.01
0.03,0.1,0.052500000000000005,0.924,0.016,0.06,0.01
0.03,0.1,0.055,0.728,0.056,0.216,0.01
0.03,0.1,0.0575,0.44,0.044,0.516,0.01
0.03,0.1,0.060000000000000005,0.152,0.032,0.816,0.01
0.03,0.1,0.0625,0.024,0.0,0.976,0.01
0.03,0.1,0.065,0.008,0.0,0.992,0.01
0.03,0.1,0.0675,0.0,0.0,1.0,0.01
0.03,0.1,0.06999999999999999,0.0,0.0,1.0,0.01
0.03,0.1,0.0725,0.0,0.0,1.0,0.01
0.03,0.1,0.075,0.0,0.0,1.0,0.01
0.03,0.1,0.0775,0.0,0.0,1.0,0.01
0.03,0.1,0.08,0.0,0.0,1.0,0.01
0.03,0.1,0.08249999999999999,0.0,0.0,1.0,0.01
0.03,0.1,0.08499999999999999,0.0,0.0,1.0,0.01
0.03,0.1,0.0875,0.0,0.0,1.0,0.01
0.03,0.1,0.09,0.0,0.0,1.0,0.01
0.03,0.1,0.0925,0.0,0.0,1.0,0.01
0.03,0.1,0.095,0.0,0.0,1.0,0.01
0.03,0.1,0.0975,0.0,0.0,1.0,0.01
0.03,0.1,0.09999999999999999,0.0,0.0,1.0,0.01
0.03,0.1,0.1025,0.0,0.0,1.0,0.01
0.03,0.1,0.105,0.0,0.0,1.0,0.01
0.03,0.1,0.1075,0.0,0.0,1.0,0.01
0.03,0.1,0.11,0.0,0.0,1.0,0.01
0.03,0.1,0.1125,0.0,0.0,1.0,0.01
0.03,0.1,0.11499999999999999,0.0,0.0,1.0,0.01
0.03,0.1,0.1175,0.0,0.0,1.0,0.01
0.03,0.1,0.12,0.0,0.0,1.0,0.01
0.03,0.1,0.1225,0.0,0.0,1.0,0.01
0.03,0.1,0.125,0.0,0.0,1.0,0.01
0.03,0.1,0.1275,0.0,0.0,1.0,0.01
0.03,0.1,0.13,0.0,0.0,1.0,0.01
0.03,0.1,0.1325,0.0,0.0,1.0,0.01
0.03,0.1,0.135,0.0,0.0,1.0,0.01
0.03,0.1,0.1375,0.0,0.0,1.0,0.01
0.03,0.1,0.14,0.0,0.0,1.0,0.01
0.03,0.1,0.14250000000000002,0.0,0.0,1.0,0.01
0.03,0.1,0.14500000000000002,0.0,0.0,1.0,0.01
0.03,0.1,0.14750000000000002,0.0,0.0,1.0,0.01
0.03,0.1,0.15000000000000002,0.0,0.0,1.0,0.01
0.03,0.1,0.15250000000000002,0.0,0.0,1.0,0.01
0.03,0.1,0.155,0.0,0.0,1.0,0.01
0.03,0.1,0.1575,0.0,0.0,1.0,0.01
0.03,0.1,0.16,0.0,0.0,1.0,0.01
0.03,0.1,0.1625,0.0,0.0,1.0,0.01
0.03,0.1,0.165,0.0,0.0,1.0,0.01
0.03,0.1,0.1675,0.0,0.0,1.0,0.01
0.03,0.1,0.17,0.0,0.0,1.0,0.01
0.03,0.1,0.17250000000000001,0.0,0.0,1.0,0.01
0.03,0.1,0.17500000000000002,0.0,0.0,1.0,0.01
0.03,0.1,0.17750000000000002,0.0,0.0,1.0,0.01
0.03,0.1,0.18000000000000002,0.0,0.0,1.0,0.01
0.03,0.1,0.18250000000000002,0.0,0.0,1.0,0.01
0.03,0.1,0.18500000000000003,0.0,0.0,1.0,0.01
0.03,0.1,0.1875,0.0,0.0,1.0,0.01
0.03,0.1,0.19,0.0,0.0,1.0,0.01
0.03,0.1,0.1925,0.0,0.0,1.0,0.01
0.03,0.1,0.195,0.0,0.0,1.0,0.01
0.03,0.1,0.1975,0.0,0.0,1.0,0.01
0.03,0.1,0.2,0.0,0.0,1.0,0.01
0.03,0.1,0.2025,0.0,0.0,1.0,0.01
0.03,0.1,0.20500000000000002,0.0,0.0,1.0,0.01
0.03,0.1,0.20750000000000002,0.0,0.0,1.0,0.01
0.03,0.1,0.21000000000000002,0.0,0.0,1.0,0.01
0.03,0.1,0.21250000000000002,0.0,0.0,1.0,0.01
0.03,0.1,0.21500000000000002,0.0,0.0,1.0,0.01
0.03,0.1,0.21750000000000003,0.0,0.0,1.0,0.01
0.03,0.1,0.22,0.0,0.0,1.0,0.01
0.03,0.15,0.01,1.0,0.0,0.0,0.01
0.03,0.15,0.0125,1.0,0.0,0.0,0.01
0.03,0.15,0.015,1.0,0.0,0.0,0.01
0.03,0.15,0.0175,1.0,0.0,0.0,0.01
0.03,0.15,0.02,1.0,0.0,0.0,0.01
0.03,0.15,0.0225,1.0,0.0,0.0,0.01
0.03,0.15,0.025,1.0,0.0,0.0,0.01
0.03,0.15,0.027500000000000004,1.0,0.0,0.0,0.01
0.03,0.15,0.03,1.0,0.0,0.0,0.01
0.03,0.15,0.0325,1.0,0.0,0.0,0.01
0.03,0.15,0.035,1.0,0.0,0.0,0.01
0.03,0.15,0.0375,1.0,0.0,0.0,0.01
0.03,0.15,0.04,1.0,0.0,0.0,0.01
0.03,0.15,0.0425,1.0,0.0,0.0,0.01
0.03,0.15,0.045000000000000005,0.996,0.0,0.004,0.01
0.03,0.15,0.0475,0.988,0.004,0.008,0.01
0.03,0.15,0.05,0.916,0.004,0.08,0.01
0.03,0.15,0.052500000000000005,0.752,0.04,0.208,0.01
0.03,0.15,0.055,0.376,0.04,0.584,0.01
0.03,0.15,0.0575,0.12,0.032,0.848,0.01
0.03,0.15,0.060000000000000005,0.02,0.012,0.968,0.01
0.03,0.15,0.0625,0.012,0.0,0.988,0.01
0.03,0.15,0.065,0.0,0.0,1.0,0.01
0.03,0.15,0.0675,0.0,0.0,1.0,0.01
0.03,0.15,0.06999999999999999,0.0,0.0,1.0,0.01
0.03,0.15,0.0725,0.0,0.0,1.0,0.01
0.03,0.15,0.075,0.0,0.0,1.0,0.01
0.03,0.15,0.0775,0.0,0.0,1.0,0.01
0.03,0.15,0.08,0.0,0.0,1.0,0.01
0.03,0.15,0.08249999999999999,0.0,0.0,1.0,0.01
0.03,0.15,0.08499999999999999,0.0,0.0,1.0,0.01
0.03,0.15,0.0875,0.0,0.0,1.0,0.01
0.03,0.15,0.09,0.0,0.0,1.0,0.01
0.03,0.15,0.0925,0.0,0.0,1.0,0.01
0.03,0.15,0.095,0.0,0.0,1.0,0.01
0.03,0.15,0.0975,0.0,0.0,1.0,0.01
0.03,0.15,0.09999999999999999,0.0,0.0,1.0,0.01
0.03,0.15,0.1025,0.0,0.0,1.0,0.01
0.03,0.15,0.105,0.0,0.0,1.0,0.01
0.03,0.15,0.1075,0.0,0.0,1.0,0.01
0.03,0.15,0.11,0.0,0.0,1.0,0.01
0.03,0.15,0.1125,0.0,0.0,1.0,0.01
0.03,0.15,0.11499999999999999,0.0,0.0,1.0,0.01
0.03,0.15,0.1175,0.0,0.0,1.0,0.01
0.03,0.15,0.12,0.0,0.0,1.0,0.01
0.03,0.15,0.1225,0.0,0.0,1.0,0.01
0.03,0.15,0.125,0.0,0.0,1.0,0.01
0.03,0.15,0.1275,0.0,0.0,1.0,0.01
0.03,0.15,0.13,0.0,0.0,1.0,0.01
0.03,0.15,0.1325,0.0,0.0,1.0,0.01
0.03,0.15,0.135,0.0,0.0,1.0,0.01
0.03,0.15,0.1375,0.0,0.0,1.0,0.01
0.03,0.15,0.14,0.0,0.0,1.0,0.01
0.03,0.15,0.14250000000000002,0.0,0.0,1.0,0.01
0.03,0.15,0.14500000000000002,0.0,0.0,1.0,0.01
0.03,0.15,0.14750000000000002,0.0,0.0,1.0,0.01
0.03,0.15,0.15000000000000002,0.0,0.0,1.0,0.01
0.03,0.15,0.15250000000000002,0.0,0.0,1.0,0.01
0.03,0.15,0.155,0.0,0.0,1.0,0.01
0.03,0.15,0.1575,0.0,0.0,1.0,0.01
0.03,0.15,0.16,0.0,0.0,1.0,0.01
0.03,0.15,0.1625,0.0,0.0,1.0,0.01
0.03,0.15,0.165,0.0,0.0,1.0,0.01
0.03,0.15,0.1675,0.0,0.0,1.0,0.01
0.03,0.15,0.17,0.0,0.0,1.0,0.01
0.03,0.15,0.17250000000000001,0.0,0.0,1.0,0.01
0.03,0.15,0.17500000000000002,0.0,0.0,1.0,0.01
0.03,0.15,0.17750000000000002,0.0,0.0,1.0,0.01
0.03,0.15,0.18000000000000002,0.0,0.0,1.0,0.01
0.03,0.15,0.18250000000000002,0.0,0.0,1.0,0.01
0.03,0.15,0.18500000000000003,0.0,0.0,1.0,0.01
0.03,0.15,0.1875,0.0,0.0,1.0,0.01
0.03,0.15,0.19,0.0,0.0,1.0,0.01
0.03,0.15,0.1925,0.0,0.0,1.0,0.01
0.03,0.15,0.195,0.0,0.0,1.0,0.01
0.03,0.15,0.1975,0.0,0.0,1.0,0.01
0.03,0.15,0.2,0.0,0.0,1.0,0.01
0.03,0.15,0.2025,0.0,0.0,1.0,0.01
0.03,0.15,0.20500000000000002,0.0,0.0,1.0,0.01
0.03,0.15,0.20750000000000002,0.0,0.0,1.0,0.01
0.03,0.15,0.21000000000000002,0.0,0.0,1.0,0.01
0.03,0.15,0.21250000000000002,0.0,0.0,1.0,0.01
0.03,0.15,0.21500000000000002,0.0,0.0,1.0,0.01
0.03,0.15,0.21750000000000003,0.0,0.0,1.0,0.01
0.03,0.15,0.22,0.0,0.0,1.0,0.01
0.03,0.2,0.01,1.0,0.0,0.0,0.01
0.03,0.2,0.0125,1.0,0.0,0.0,0.01
0.03,0.2,0.015,1.0,0.0,0.0,0.01
0.03,0.2,0.0175,1.0,0.0,0.0,0.01
0.03,0.2,0.02,1.0,0.0,0.0,0.01
0.03,0.2,0.0225,1.0,0.0,0.0,0.01
0.03,0.2,0.025,1.0,0.0,0.0,0.01
0.03,0.2,0.027500000000000004,1.0,0.0,0.0,0.01
0.03,0.2,0.03,1.0,0.0,0.0,0.01
0.03,0.2,0.0325,1.0,0.0,0.0,0.01
0.03,0.2,0.035,1.0,0.0,0.0,0.01
0.03,0.2,0.0375,1.0,0.0,0.0,0.01
0.03,0.2,0.04,1.0,0.0,0.0,0.01
0.03,0.2,0.0425,0.996,0.004,0.0,0.01
0.03,0.2,0.045000000000000005,0.992,0.0,0.008,0.01
0.03,0.2,0.0475,0.876,0.016,0.108,0.01
0.03,0.2,0.05,0.68,0.012,0.308,0.01
0.03,0.2,0.052500000000000005,0.316,0.044,0.64,0.01
0.03,0.2,0.055,0.132,0.004,0.864,0.01
0.03,0.2,0.0575,0.024,0.004,0.972,0.01
0.03,0.2,0.060000000000000005,0.004,0.0,0.996,0.01
0.03,0.2,0.0625,0.0,0.0,1.0,0.01
0.03,0.2,0.065,0.0,0.0,1.0,0.01
0.03,0.2,0.0675,0.0,0.0,1.0,0.01
0.03,0.2,0.06999999999999999,0.0,0.0,1.0,0.01
0.03,0.2,0.0725,0.0,0.0,1.0,0.01
0.03,0.2,0.075,0.0,0.0,1.0,0.01
0.03,0.2,0.0775,0.0,0.0,1.0,0.01
0.03,0.2,0.08,0.0,0.0,1.0,0.01
0.03,0.2,0.08249999999999999,0.0,0.0,1.0,0.01
0.03,0.2,0.08499999999999999,0.0,0.0,1.0,0.01
0.03,0.2,0.0875,0.0,0.0,1.0,0.01
0.03,0.2,0.09,0.0,0.0,1.0,0.01
0.03,0.2,0.0925,0.0,0.0,1.0,0.01
0.03,0.2,0.095,0.0,0.0,1.0,0.01
0.03,0.2,0.0975,0.0,0.0,1.0,0.01
0.03,0.2,0.09999999999999999,0.0,0.0,1.0,0.01
0.03,0.2,0.1025,0.0,0.0,1.0,0.01
0.03,0.2,0.105,0.0,0.0,1.0,0.01
0.03,0.2,0.1075,0.0,0.0,1.0,0.01
0.03,0.2,0.11,0.0,0.0,1.0,0.01
0.03,0.2,0.1125,0.0,0.0,1.0,0.01
0.03,0.2,0.11499999999999999,0.0,0.0,1.0,0.01
0.03,0.2,0.1175,0.0,0.0,1.0,0.01
0.03,0.2,0.12,0.0,0.0,1.0,0.01
0.03,0.2,0.1225,0.0,0.0,1.0,0.01
0.03,0.2,0.125,0.0,0.0,1.0,0.01
0.03,0.2,0.1275,0.0,0.0,1.0,0.01
0.03,0.2,0.13,0.0,0.0,1.0,0.01
0.03,0.2,0.1325,0.0,0.0,1.0,0.01
0.03,0.2,0.135,0.0,0.0,1.0,0.01
0.03,0.2,0.1375,0.0,0.0,1.0,0.01
0.03,0.2,0.14,0.0,0.0,1.0,0.01
0.03,0.2,0.14250000000000002,0.0,0.0,1.0,0.01
0.03,0.2,0.14500000000000002,0.0,0.0,1.0,0.01
0.03,0.2,0.14750000000000002,0.0,0.0,1.0,0.01
0.03,0.2,0.15000000000000002,0.0,0.0,1.0,0.01
0.03,0.2,0.15250000000000002,0.0,0.0,1.0,0.01
0.03,0.2,0.155,0.0,0.0,1.0,0.01
0.03,0.2,0.1575,0.0,0.0,1.0,0.01
0.03,0.2,0.16,0.0,0.0,1.0,0.01
0.03,0.2,0.1625,0.0,0.0,1.0,0.01
0.03,0.2,0.165,0.0,0.0,1.0,0.01
0.03,0.2,0.1675,0.0,0.0,1.0,0.01
0.03,0.2,0.17,0.0,0.0,1.0,0.01
0.03,0.2,0.17250000000000001,0.0,0.0,1.0,0.01
0.03,0.2,0.17500000000000002,0.0,0.0,1.0,0.01
0.03,0.2,0.17750000000000002,0.0,0.0,1.0,0.01
0.03,0.2,0.18000000000000002,0.0,0.0,1.0,0.01
0.03,0.2,0.18250000000000002,0.0,0.0,1.0,0.01
0.03,0.2,0.18500000000000003,0.0,0.0,1.0,0.01
0.03,0.2,0.1875,0.0,0.0,1.0,0.01
0.03,0.2,0.19,0.0,0.0,1.0,0.01
0.03,0.2,0.1925,0.0,0.0,1.0,0.01
0.03,0.2,0.195,0.0,0.0,1.0,0.01
0.03,0.2,0.1975,0.0,0.0,1.0,0.01
0.03,0.2,0.2,0.0,0.0,1.0,0.01
0.03,0.2,0.2025,0.0,0.0,1.0,0.01
0.03,0.2,0.20500000000000002,0.0,0.0,1.0,0.01
0.03,0.2,0.20750000000000002,0.0,0.0,1.0,0.01
0.03,0.2,0.21000000000000002,0.0,0.0,1.0,0.01
0.03,0.2,0.21250000000000002,0.0,0.0,1.0,0.01
0.03,0.2,0.21500000000000002,0.0,0.0,1.0,0.01
0.03,0.2,0.21750000000000003,0.0,0.0,1.0,0.01
0.03,0.2,0.22,0.0,0.0,1.0,0.01
0.03,0.25,0.01,1.0,0.0,0.0,0.01
0.03,0.25,0.0125,1.0,0.0,0.0,0.01
0.03,0.25,0.015,1.0,0.0,0.0,0.01
0.03,0.25,0.0175,1.0,0.0,0.0,0.01
0.03,0.25,0.02,1.0,0.0,0.0,0.01
0.03,0.25,0.0225,1.0,0.0,0.0,0.01
0.03,0.25,0.025,1.0,0.0,0.0,0.01
0.03,0.25,0.027500000000000004,1.0,0.0,0.0,0.01
0.03,0.25,0.03,1.0,0.0,0.0,0.01
0.03,0.25,0.0325,1.0,0.0,0.0,0.01
0.03,0.25,0.035,1.0,0.0,0.0,0.01
0.03,0.25,0.0375,1.0,0.0,0.0,0.01
0.03,0.25,0.04,1.0,0.0,0.0,0.01
0.03,0.25,0.0425,0.984,0.008,0.008,0.01
0.03,0.25,0.045000000000000005,0.848,0.036,0.116,0.01
0.03,0.25,0.0475,0.636,0.028,0.336,0.01
0.03,0.25,0.05,0.368,0.012,0.62,0.01
0.03,0.25,0.052500000000000005,0.096,0.028,0.876,0.01
0.03,0.25,0.055,0.012,0.008,0.98,0.01
0.03,0.25,0.0575,0.0,0.0,1.0,0.01
0.03,0.25,0.060000000000000005,0.0,0.0,1.0,0.01
0.03,0.25,0.0625,0.0,0.0,1.0,0.01
0.03,0.25,0.065,0.0,0.0,1.0,0.01
0.03,0.25,0.0675,0.0,0.0,1.0,0.01
0.03,0.25,0.06999999999999999,0.0,0.0,1.0,0.01
0.03,0.25,0.0725,0.0,0.0,1.0,0.01
0.03,0.25,0.075,0.0,0.0,1.0,0.01
0.03,0.25,0.0775,0.0,0.0,1.0,0.01
0.03,0.25,0.08,0.0,0.0,1.0,0.01
0.03,0.25,0.08249999999999999,0.0,0.0,1.0,0.01
0.03,0.25,0.08499999999999999,0.0,0.0,1.0,0.01
0.03,0.25,0.0875,0.0,0.0,1.0,0.01
0.03,0.25,0.09,0.0,0.0,1.0,0.01
0.03,0.25,0.0925,0.0,0.0,1.0,0.01
0.03,0.25,0.095,0.0,0.0,1.0,0.01
0.03,0.25,0.0975,0.0,0.0,1.0,0.01
0.03,0.25,0.09999999999999999,0.0,0.0,1.0,0.01
0.03,0.25,0.1025,0.0,0.0,1.0,0.01
0.03,0.25,0.105,0.0,0.0,1.0,0.01
0.03,0.25,0.1075,0.0,0.0,1.0,0.01
0.03,0.25,0.11,0.0,0.0,1.0,0.01
0.03,0.25,0.1125,0.0,0.0,1.0,0.01
0.03,0.25,0.11499999999999999,0.0,0.0,1.0,0.01
0.03,0.25,0.1175,0.0,0.0,1.0,0.01
0.03,0.25,0.12,0.0,0.0,1.0,0.01
0.03,0.25,0.1225,0.0,0.0,1.0,0.01
0.03,0.25,0.125,0.0,0.0,1.0,0.01
0.03,0.25,0.1275,0.0,0.0,1.0,0.01
0.03,0.25,0.13,0.0,0.0,1.0,0.01
0.03,0.25,0.1325,0.0,0.0,1.0,0.01
0.03,0.25,0.135,0.0,0.0,1.0,0.01
0.03,0.25,0.1375,0.0,0.0,1.0,0.01
0.03,0.25,0.14,0.0,0.0,1.0,0.01
0.03,0.25,0.14250000000000002,0.0,0.0,1.0,0.01
0.03,0.25,0.14500000000000002,0.0,0.0,1.0,0.01
0.03,0.25,0.14750000000000002,0.0,0.0,1.0,0.01
0.03,0.25,0.15000000000000002,0.0,0.0,1.0,0.01
0.03,0.25,0.15250000000000002,0.0,0.0,1.0,0.01
0.03,0.25,0.155,0.0,0.0,1.0,0.01
0.03,0.25,0.1575,0.0,0.0,1.0,0.01
0.03,0.25,0.16,0.0,0.0,1.0,0.01
0.03,0.25,0.1625,0.0,0.0,1.0,0.01
0.03,0.25,0.165,0.0,0.0,1.0,0.01
0.03,0.25,0.1675,0.0,0.0,1.0,0.01
0.03,0.25,0.17,0.0,0.0,1.0,0.01
0.03,0.25,0.17250000000000001,0.0,0.0,1.0,0.01
0.03,0.25,0.17500000000000002,0.0,0.0,1.0,0.01
0.03,0.25,0.17750000000000002,0.0,0.0,1.0,0.01
0.03,0.25,0.18000000000000002,0.0,0.0,1.0,0.01
0.03,0.25,0.18250000000000002,0.0,0.0,1.0,0.01
0.03,0.25,0.18500000000000003,0.0,0.0,1.0,0.01
0.03,0.25,0.1875,0.0,0.0,1.0,0.01
0.03,0.25,0.19,0.0,0.0,1.0,0.01
0.03,0.25,0.1925,0.0,0.0,1.0,0.01
0.03,0.25,0.195,0.0,0.0,1.0,0.01
0.03,0.25,0.1975,0.0,0.0,1.0,0.01
0.03,0.25,0.2,0.0,0.0,1.0,0.01
0.03,0.25,0.2025,0.0,0.0,1.0,0.01
0.03,0.25,0.20500000000000002,0.0,0.0,1.0,0.01
0.03,0.25,0.20750000000000002,0.0,0.0,1.0,0.01
0.03,0.25,0.21000000000000002,0.0,0.0,1.0,0.01
0.03,0.25,0.21250000000000002,0.0,0.0,1.0,0.01
0.03,0.25,0.21500000000000002,0.0,0.0,1.0,0.01
0.03,0.25,0.21750000000000003,0.0,0.0,1.0,0.01
0.03,0.25,0.22,0.0,0.0,1.0,0.01
0.03,0.3,0.01,1.0,0.0,0.0,0.01
0.03,0.3,0.0125,1.0,0.0,0.0,0.01
0.03,0.3,0.015,1.0,0.0,0.0,0.01
0.03,0.3,0.0175,1.0,0.0,0.0,0.01
0.03,0.3,0.02,1.0,0.0,0.0,0.01
0.03,0.3,0.0225,1.0,0.0,0.0,0.01
0.03,0.3,0.025,1.0,0.0,0.0,0.01
0.03,0.3,0.027500000000000004,1.0,0.0,0.0,0.01
0.03,0.3,0.03,1.0,0.0,0.0,0.01
0.03,0.3,0.0325,1.0,0.0,0.0,0.01
0.03,0.3,0.035,1.0,0.0,0.0,0.01
0.03,0.3,0.0375,1.0,0.0,0.0,0.01
0.03,0.3,0.04,0.976,0.004,0.02,0.01
0.03,0.3,0.0425,0.828,0.012,0.16,0.01
0.03,0.3,0.045000000000000005,0.612,0.04,0.348,0.01
0.03,0.3,0.0475,0.276,0.044,0.68,0.01
0.03,0.3,0.05,0.076,0.028,0.896,0.01
0.03,0.3,0.052500000000000005,0.02,0.004,0.976,0.01
0.03,0.3,0.055,0.0,0.004,0.996,0.01
0.03,0.3,0.0575,0.0,0.0,1.0,0.01
0.03,0.3,0.060000000000000005,0.0,0.0,1.0,0.01
0.03,0.3,0.0625,0.0,0.0,1.0,0.01
0.03,0.3,0.065,0.0,0.0,1.0,0.01
0.03,0.3,0.0675,0.0,0.0,1.0,0.01
0.03,0.3,0.06999999999999999,0.0,0.0,1.0,0.01
0.03,0.3,0.0725,0.0,0.0,1.0,0.01
0.03,0.3,0.075,0.0,0.0,1.0,0.01
0.03,0.3,0.0775,0.0,0.0,1.0,0.01
0.03,0.3,0.08,0.0,0.0,1.0,0.01
0.03,0.3,0.08249999999999999,0.0,0.0,1.0,0.01
0.03,0.3,0.08499999999999999,0.0,0.0,1.0,0.01
0.03,0.3,0.0875,0.0,0.0,1.0,0.01
0.03,0.3,0.09,0.0,0.0,1.0,0.01
0.03,0.3,0.0925,0.0,0.0,1.0,0.01
0.03,0.3,0.095,0.0,0.0,1.0,0.01
0.03,0.3,0.0975,0.0,0.0,1.0,0.01
0.03,0.3,0.09999999999999999,0.0,0.0,1.0,0.01
0.03,0.3,0.1025,0.0,0.0,1.0,0.01
0.03,0.3,0.105,0.0,0.0,1.0,0.01
0.03,0.3,0.1075,0.0,0.0,1.0,0.01
0.03,0.3,0.11,0.0,0.0,1.0,0.01
0.03,0.3,0.1125,0.0,0.0,1.0,0.01
0.03,0.3,0.11499999999999999,0.0,0.0,1.0,0.01
0.03,0.3,0.1175,0.0,0.0,1.0,0.01
0.03,0.3,0.12,0.0,0.0,1.0,0.01
0.03,0.3,0.1225,0.0,0.0,1.0,0.01
0.03,0.3,0.125,0.0,0.0,1.0,0.01
0.03,0.3,0.1275,0.0,0.0,1.0,0.01
0.03,0.3,0.13,0.0,0.0,1.0,0.01
0.03,0.3,0.1325,0.0,0.0,1.0,0.01
0.03,0.3,0.135,0.0,0.0,1.0,0.01
0.03,0.3,0.1375,0.0,0.0,1.0,0.01
0.03,0.3,0.14,0.0,0.0,1.0,0.01
0.03,0.3,0.14250000000000002,0.0,0.0,1.0,0.01
0.03,0.3,0.14500000000000002,0.0,0.0,1.0,0.01
0.03,0.3,0.14750000000000002,0.0,0.0,1.0,0.01
0.03,0.3,0.15000000000000002,0.0,0.0,1.0,0.01
0.03,0.3,0.15250000000000002,0.0,0.0,1.0,0.01
0.03,0.3,0.155,0.0,0.0,1.0,0.01
0.03,0.3,0.1575,0.0,0.0,1.0,0.01
0.03,0.3,0.16,0.0,0.0,1.0,0.01
0.03,0.3,0.1625,0.0,0.0,1.0,0.01
0.03,0.3,0.165,0.0,0.0,1.0,0.01
0.03,0.3,0.1675,0.0,0.0,1.0,0.01
0.03,0.3,0.17,0.0,0.0,1.0,0.01
0.03,0.3,0.17250000000000001,0.0,0.0,1.0,0.01
0.03,0.3,0.17500000000000002,0.0,0.0,1.0,0.01
0.03,0.3,0.17750000000000002,0.0,0.0,1.0,0.01
0.03,0.3,0.18000000000000002,0.0,0.0,1.0,0.01
0.03,0.3,0.18250000000000002,0.0,0.0,1.0,0.01
0.03,0.3,0.18500000000000003,0.0,0.0,1.0,0.01
0.03,0.3,0.1875,0.0,0.0,1.0,0.01
